Million_Plus_Cities,Age_band_of_driver,Accident_severity,Cause_of_accident,Vehicle Type Involved,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Latitude,Longitude,Time_Block
Bhopal,18-30,High Risk,No distancing,Auto-Rickshaw,Rainy,National Highway,Under Construction,Daylight,20.5937,78.9629,Morning
Bhopal,18-30,Medium Risk,Moving Backward,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Bhopal,18-30,High Risk,No distancing,Truck,Clear,State Highway,Damaged,Dawn,20.5937,78.9629,Night
Bhopal,31-50,High Risk,Driving carelessly,Auto-Rickshaw,Stormy,Urban Road,Under Construction,Dusk,20.5937,78.9629,Afternoon
Bhopal,31-50,Low Risk,No priority to pedestrian,Pedestrian,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Chandigarh,31-50,High Risk,No priority to vehicle,Pedestrian,Stormy,Village Road,Wet,Daylight,20.5937,78.9629,Evening
Chandigarh,31-50,High Risk,Moving Backward,Cycle,Clear,State Highway,Wet,Dawn,20.5937,78.9629,Evening
Varanasi,31-50,Low Risk,Changing lane to the right,Cycle,Hazy,Highways,Normal,Dark,25.3176,82.9739,Night
Chandigarh,18-30,High Risk,No distancing,Car,Clear,Urban Road,Dry,Dusk,20.5937,78.9629,Evening
Chandigarh,18-30,High Risk,Driving carelessly,Cycle,Clear,State Highway,Under Construction,Dusk,20.5937,78.9629,Evening
Chandigarh,18-30,High Risk,Changing lane to the left,Two-Wheeler,Foggy,Urban Road,Wet,Dusk,20.5937,78.9629,Night
Chandigarh,18-30,High Risk,Moving Backward,Cycle,Hazy,Urban Road,Normal,Daylight,20.5937,78.9629,Afternoon
Chandigarh,50+,Medium Risk,No distancing,Two-Wheeler,Hazy,National Highway,Dry,Daylight,20.5937,78.9629,Night
Chandigarh,18-30,Medium Risk,Changing lane to the right,Car,Foggy,Highways,Normal,Dawn,20.5937,78.9629,Night
Chandigarh,18-30,Low Risk,No priority to vehicle,Pedestrian,Clear,Highways,Normal,Dusk,20.5937,78.9629,Afternoon
Chandigarh,50+,Low Risk,Getting off the vehicle improperly,Cycle,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Chandigarh,18-30,Medium Risk,No distancing,Auto-Rickshaw,Foggy,Village Road,Wet,Dawn,20.5937,78.9629,Night
Indore,18-30,Medium Risk,No distancing,Car,Foggy,Highways,Normal,Dark,20.5937,78.9629,Afternoon
Chandigarh,18-30,Low Risk,Changing lane to the left,Car,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Night
Chandigarh,50+,High Risk,No priority to vehicle,Two-Wheeler,Clear,National Highway,Dry,Daylight,20.5937,78.9629,Morning
Chandigarh,31-50,Medium Risk,Driving carelessly,Truck,Clear,Urban Road,Under Construction,Dark,20.5937,78.9629,Evening
Chandigarh,18-30,Medium Risk,Changing lane to the right,Pedestrian,Clear,Urban Road,Wet,Dusk,20.5937,78.9629,Afternoon
Chandigarh,31-50,High Risk,No distancing,Two-Wheeler,Clear,State Highway,Under Construction,Daylight,20.5937,78.9629,Afternoon
Chandigarh,18-30,Low Risk,Changing lane to the right,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Chandigarh,50+,High Risk,No distancing,Car,Hazy,Village Road,Under Construction,Daylight,20.5937,78.9629,Morning
Chandigarh,18-30,High Risk,Driving under the influence of drugs,Truck,Clear,State Highway,Wet,Daylight,20.5937,78.9629,Evening
Chandigarh,18-30,High Risk,Changing lane to the left,Car,Clear,State Highway,Dry,Dusk,20.5937,78.9629,Evening
Chandigarh,18-30,Medium Risk,Getting off the vehicle improperly,Cycle,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Madurai,31-50,Low Risk,Overloading,Pedestrian,Clear,Highways,Normal,Dawn,20.5937,78.9629,Morning
Chandigarh,18-30,High Risk,Driving carelessly,Car,Stormy,Highways,Normal,Dawn,20.5937,78.9629,Morning
Chandigarh,50+,High Risk,Overtaking,Truck,Rainy,Highways,Normal,Dusk,20.5937,78.9629,Night
Chandigarh,18-30,High Risk,No distancing,Bus,Foggy,Urban Road,Dry,Daylight,20.5937,78.9629,Morning
Ahmedabad,50+,Low Risk,Overturning,Two-Wheeler,Hazy,Highways,Normal,Daylight,23.0225,72.5714,Evening
Chandigarh,50+,Medium Risk,Driving carelessly,Cycle,Foggy,Village Road,Damaged,Dark,20.5937,78.9629,Morning
Chandigarh,18-30,High Risk,No priority to pedestrian,Auto-Rickshaw,Clear,State Highway,Wet,Daylight,20.5937,78.9629,Afternoon
Allahabad(Prayagraj),18-30,Medium Risk,No distancing,Auto-Rickshaw,Clear,Highways,Normal,Dusk,20.5937,78.9629,Morning
Chandigarh,50+,Low Risk,No priority to vehicle,Car,Clear,Highways,Normal,Dark,20.5937,78.9629,Morning
Chandigarh,18-30,High Risk,Getting off the vehicle improperly,Pedestrian,Stormy,Village Road,Under Construction,Dawn,20.5937,78.9629,Afternoon
Chandigarh,18-30,High Risk,No priority to pedestrian,Bus,Rainy,Village Road,Damaged,Dusk,20.5937,78.9629,Morning
Chandigarh,31-50,High Risk,Changing lane to the right,Two-Wheeler,Clear,State Highway,Damaged,Dusk,20.5937,78.9629,Night
Chandigarh,18-30,High Risk,Moving Backward,Cycle,Clear,Urban Road,Wet,Dawn,20.5937,78.9629,Night
Chandigarh,18-30,High Risk,Changing lane to the left,Car,Clear,Urban Road,Wet,Dawn,20.5937,78.9629,Night
Chandigarh,18-30,High Risk,No distancing,Car,Clear,National Highway,Dry,Dusk,20.5937,78.9629,Night
Chandigarh,50+,High Risk,Driving carelessly,Cycle,Clear,Urban Road,Wet,Dawn,20.5937,78.9629,Night
Chandigarh,18-30,High Risk,Driving under the influence of drugs,Cycle,Clear,National Highway,Wet,Daylight,20.5937,78.9629,Afternoon
Chennai,18-30,Low Risk,Driving carelessly,Pedestrian,Hazy,Highways,Normal,Dark,13.0827,80.2707,Evening
Chennai,18-30,High Risk,Driving carelessly,Bus,Clear,State Highway,Wet,Dusk,13.0827,80.2707,Morning
Chennai,18-30,High Risk,Changing lane to the right,Auto-Rickshaw,Rainy,Highways,Normal,Daylight,13.0827,80.2707,Night
Ghaziabad,31-50,Medium Risk,No distancing,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Aurangabad,18-30,Low Risk,Driving carelessly,Car,Stormy,Highways,Normal,Dawn,20.5937,78.9629,Night
Chennai,31-50,High Risk,No priority to pedestrian,Two-Wheeler,Stormy,Urban Road,Wet,Daylight,13.0827,80.2707,Evening
Chennai,18-30,High Risk,No distancing,Pedestrian,Clear,National Highway,Damaged,Daylight,13.0827,80.2707,Morning
Thiruvanthapuram,18-30,Medium Risk,Moving Backward,Pedestrian,Stormy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Chennai,18-30,Low Risk,Moving Backward,Pedestrian,Clear,Highways,Normal,Daylight,13.0827,80.2707,Morning
Chennai,18-30,High Risk,No priority to vehicle,Car,Rainy,Village Road,Under Construction,Dusk,13.0827,80.2707,Afternoon
Chennai,18-30,Low Risk,No distancing,Bus,Rainy,Highways,Normal,Dark,13.0827,80.2707,Evening
Vadodra,50+,Low Risk,Moving Backward,Two-Wheeler,Clear,Highways,Normal,Daylight,20.5937,78.9629,Evening
Chennai,18-30,Low Risk,Changing lane to the right,Car,Clear,Highways,Normal,Daylight,13.0827,80.2707,Night
Chennai,18-30,High Risk,Moving Backward,Car,Rainy,Urban Road,Damaged,Daylight,13.0827,80.2707,Afternoon
Mallapuram,31-50,Medium Risk,Changing lane to the right,Two-Wheeler,Clear,Highways,Normal,Dusk,20.5937,78.9629,Afternoon
Chennai,18-30,High Risk,Driving carelessly,Cycle,Clear,Village Road,Under Construction,Daylight,13.0827,80.2707,Night
Chennai,18-30,High Risk,Changing lane to the right,Auto-Rickshaw,Clear,National Highway,Dry,Daylight,13.0827,80.2707,Night
Allahabad(Prayagraj),18-30,Low Risk,No distancing,Bus,Rainy,Highways,Normal,Dawn,20.5937,78.9629,Morning
Chennai,18-30,High Risk,Moving Backward,Auto-Rickshaw,Hazy,National Highway,Damaged,Daylight,13.0827,80.2707,Morning
Chennai,50+,Low Risk,Driving carelessly,Cycle,Clear,Highways,Normal,Dark,13.0827,80.2707,Afternoon
Chennai,50+,Low Risk,No distancing,Pedestrian,Clear,Highways,Normal,Dusk,13.0827,80.2707,Afternoon
Varanasi,18-30,Medium Risk,No priority to vehicle,Auto-Rickshaw,Clear,Highways,Normal,Daylight,25.3176,82.9739,Evening
Chennai,18-30,High Risk,Changing lane to the right,Car,Clear,National Highway,Under Construction,Daylight,13.0827,80.2707,Night
Chennai,18-30,High Risk,Moving Backward,Car,Foggy,Village Road,Dry,Daylight,13.0827,80.2707,Afternoon
Chennai,18-30,Low Risk,Driving under the influence of drugs,Car,Clear,Highways,Normal,Daylight,13.0827,80.2707,Night
Chennai,31-50,Medium Risk,Changing lane to the right,Pedestrian,Clear,Highways,Normal,Dark,13.0827,80.2707,Afternoon
Chennai,31-50,High Risk,No priority to vehicle,Bus,Foggy,Urban Road,Under Construction,Dawn,13.0827,80.2707,Afternoon
Chennai,31-50,High Risk,Changing lane to the left,Auto-Rickshaw,Clear,Urban Road,Under Construction,Dawn,13.0827,80.2707,Night
Chennai,18-30,High Risk,Driving carelessly,Two-Wheeler,Rainy,National Highway,Damaged,Daylight,13.0827,80.2707,Morning
Varanasi,18-30,Medium Risk,No priority to pedestrian,Pedestrian,Foggy,Highways,Normal,Dark,25.3176,82.9739,Afternoon
Chennai,18-30,High Risk,No priority to pedestrian,Two-Wheeler,Clear,Village Road,Normal,Dark,13.0827,80.2707,Morning
Chennai,18-30,High Risk,Changing lane to the right,Pedestrian,Clear,National Highway,Under Construction,Dawn,13.0827,80.2707,Afternoon
Chennai,31-50,High Risk,Drunk driving,Cycle,Stormy,National Highway,Wet,Daylight,13.0827,80.2707,Night
Chennai,31-50,High Risk,Changing lane to the left,Truck,Clear,Urban Road,Damaged,Dusk,13.0827,80.2707,Morning
Chennai,18-30,Low Risk,Changing lane to the left,Auto-Rickshaw,Stormy,Highways,Normal,Daylight,13.0827,80.2707,Morning
Chennai,50+,High Risk,Driving to the left,Pedestrian,Clear,National Highway,Under Construction,Dusk,13.0827,80.2707,Night
Chennai,31-50,High Risk,Changing lane to the left,Truck,Stormy,Highways,Normal,Dawn,13.0827,80.2707,Afternoon
Chennai,18-30,High Risk,Driving under the influence of drugs,Truck,Clear,Village Road,Wet,Dusk,13.0827,80.2707,Afternoon
Chennai,31-50,Low Risk,No priority to pedestrian,Car,Hazy,Highways,Normal,Daylight,13.0827,80.2707,Morning
Chennai,18-30,High Risk,Changing lane to the left,Pedestrian,Clear,Urban Road,Wet,Dusk,13.0827,80.2707,Night
Coimbatore,18-30,Low Risk,Moving Backward,Cycle,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Night
Tiruchirapalli,50+,Low Risk,No distancing,Auto-Rickshaw,Stormy,Highways,Normal,Dark,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,Low Risk,Changing lane to the right,Two-Wheeler,Clear,Highways,Normal,Dark,20.5937,78.9629,Evening
Coimbatore,18-30,High Risk,No priority to vehicle,Car,Rainy,National Highway,Under Construction,Dark,20.5937,78.9629,Afternoon
Coimbatore,18-30,High Risk,Moving Backward,Bus,Hazy,Urban Road,Dry,Daylight,20.5937,78.9629,Morning
Coimbatore,18-30,High Risk,Overtaking,Pedestrian,Clear,Urban Road,Under Construction,Dark,20.5937,78.9629,Afternoon
Coimbatore,18-30,High Risk,Changing lane to the left,Pedestrian,Rainy,Village Road,Wet,Daylight,20.5937,78.9629,Morning
Coimbatore,18-30,Medium Risk,Changing lane to the right,Truck,Rainy,Highways,Normal,Dusk,20.5937,78.9629,Morning
Coimbatore,18-30,High Risk,Overtaking,Auto-Rickshaw,Stormy,Village Road,Dry,Dawn,20.5937,78.9629,Night
Coimbatore,18-30,High Risk,Overloading,Bus,Clear,Urban Road,Wet,Daylight,20.5937,78.9629,Morning
Coimbatore,50+,High Risk,Other,Car,Stormy,National Highway,Under Construction,Dark,20.5937,78.9629,Morning
Coimbatore,31-50,High Risk,No priority to vehicle,Car,Clear,Village Road,Dry,Dark,20.5937,78.9629,Night
Coimbatore,18-30,High Risk,Changing lane to the right,Two-Wheeler,Hazy,National Highway,Damaged,Daylight,20.5937,78.9629,Night
Ahmedabad,18-30,Low Risk,Moving Backward,Pedestrian,Foggy,Highways,Normal,Dusk,23.0225,72.5714,Morning
Coimbatore,18-30,Low Risk,Changing lane to the left,Pedestrian,Clear,Highways,Normal,Dawn,20.5937,78.9629,Morning
Coimbatore,18-30,High Risk,No priority to pedestrian,Cycle,Hazy,State Highway,Under Construction,Dawn,20.5937,78.9629,Morning
Coimbatore,18-30,High Risk,No distancing,Car,Clear,State Highway,Wet,Dark,20.5937,78.9629,Morning
Coimbatore,18-30,High Risk,No priority to vehicle,Cycle,Clear,Urban Road,Damaged,Dawn,20.5937,78.9629,Morning
Coimbatore,18-30,High Risk,No distancing,Cycle,Rainy,Urban Road,Normal,Dawn,20.5937,78.9629,Morning
Coimbatore,50+,Low Risk,No distancing,Cycle,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Coimbatore,18-30,High Risk,Moving Backward,Car,Clear,National Highway,Under Construction,Daylight,20.5937,78.9629,Evening
Coimbatore,18-30,Low Risk,Changing lane to the right,Bus,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Coimbatore,31-50,High Risk,No priority to pedestrian,Two-Wheeler,Stormy,Urban Road,Under Construction,Dark,20.5937,78.9629,Night
Coimbatore,18-30,Medium Risk,Moving Backward,Two-Wheeler,Stormy,National Highway,Normal,Daylight,20.5937,78.9629,Afternoon
Coimbatore,31-50,Medium Risk,Getting off the vehicle improperly,Bus,Hazy,Highways,Normal,Dark,20.5937,78.9629,Night
Coimbatore,31-50,High Risk,Overtaking,Two-Wheeler,Clear,Urban Road,Damaged,Daylight,20.5937,78.9629,Evening
Coimbatore,31-50,High Risk,Overloading,Bus,Clear,National Highway,Dry,Daylight,20.5937,78.9629,Night
Coimbatore,18-30,High Risk,Changing lane to the right,Bus,Clear,Village Road,Wet,Daylight,20.5937,78.9629,Night
Coimbatore,31-50,High Risk,Improper parking,Cycle,Clear,Village Road,Under Construction,Daylight,20.5937,78.9629,Morning
Rajkot,18-30,Low Risk,Other,Car,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Coimbatore,18-30,High Risk,Changing lane to the left,Auto-Rickshaw,Clear,Urban Road,Damaged,Daylight,20.5937,78.9629,Morning
Coimbatore,18-30,High Risk,Changing lane to the right,Bus,Clear,Village Road,Damaged,Dusk,20.5937,78.9629,Afternoon
Coimbatore,31-50,High Risk,No priority to pedestrian,Truck,Foggy,Village Road,Under Construction,Dawn,20.5937,78.9629,Night
Coimbatore,50+,High Risk,Overspeed,Bus,Clear,State Highway,Damaged,Daylight,20.5937,78.9629,Morning
Nagpur,18-30,Low Risk,Changing lane to the left,Cycle,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Coimbatore,18-30,High Risk,No priority to vehicle,Bus,Clear,Village Road,Dry,Dusk,20.5937,78.9629,Night
Coimbatore,18-30,High Risk,Changing lane to the right,Truck,Stormy,Village Road,Damaged,Dusk,20.5937,78.9629,Night
Coimbatore,31-50,High Risk,No distancing,Car,Clear,National Highway,Under Construction,Dawn,20.5937,78.9629,Afternoon
Coimbatore,31-50,High Risk,No priority to pedestrian,Truck,Clear,National Highway,Dry,Daylight,20.5937,78.9629,Night
Coimbatore,18-30,High Risk,No distancing,Two-Wheeler,Clear,Village Road,Damaged,Dawn,20.5937,78.9629,Evening
Delhi,18-30,High Risk,No priority to vehicle,Cycle,Stormy,Village Road,Damaged,Daylight,28.6139,77.209,Evening
Delhi,18-30,High Risk,Other,Auto-Rickshaw,Hazy,Urban Road,Dry,Daylight,28.6139,77.209,Evening
Delhi,18-30,High Risk,Driving carelessly,Cycle,Clear,National Highway,Dry,Dawn,28.6139,77.209,Afternoon
Delhi,18-30,Medium Risk,Changing lane to the left,Bus,Clear,National Highway,Damaged,Daylight,28.6139,77.209,Night
Delhi,18-30,Medium Risk,Driving carelessly,Car,Stormy,Village Road,Dry,Dawn,28.6139,77.209,Afternoon
Delhi,18-30,High Risk,Changing lane to the left,Two-Wheeler,Clear,State Highway,Wet,Dawn,28.6139,77.209,Morning
Delhi,31-50,High Risk,No priority to vehicle,Cycle,Hazy,State Highway,Wet,Dawn,28.6139,77.209,Night
Delhi,18-30,High Risk,No distancing,Cycle,Clear,Village Road,Dry,Daylight,28.6139,77.209,Night
Delhi,18-30,High Risk,Changing lane to the right,Auto-Rickshaw,Hazy,Highways,Normal,Daylight,28.6139,77.209,Morning
Delhi,18-30,Low Risk,Changing lane to the right,Bus,Hazy,Highways,Normal,Dusk,28.6139,77.209,Evening
Varanasi,18-30,Low Risk,Driving at high speed,Car,Hazy,Highways,Normal,Daylight,25.3176,82.9739,Morning
Delhi,18-30,High Risk,No distancing,Auto-Rickshaw,Stormy,State Highway,Under Construction,Daylight,28.6139,77.209,Night
Delhi,31-50,Low Risk,Changing lane to the right,Truck,Clear,Highways,Normal,Daylight,28.6139,77.209,Night
Delhi,31-50,High Risk,Changing lane to the left,Car,Clear,State Highway,Dry,Daylight,28.6139,77.209,Morning
Gwalior,18-30,Low Risk,Getting off the vehicle improperly,Car,Rainy,Highways,Normal,Dark,20.5937,78.9629,Night
Delhi,18-30,High Risk,Other,Two-Wheeler,Clear,Urban Road,Damaged,Daylight,28.6139,77.209,Evening
Delhi,18-30,High Risk,Other,Pedestrian,Clear,State Highway,Under Construction,Daylight,28.6139,77.209,Afternoon
Delhi,31-50,High Risk,No distancing,Car,Rainy,State Highway,Wet,Dusk,28.6139,77.209,Morning
Delhi,18-30,High Risk,No priority to vehicle,Car,Clear,State Highway,Under Construction,Dawn,28.6139,77.209,Afternoon
Kannur,31-50,Low Risk,Overtaking,Cycle,Clear,Highways,Normal,Dusk,20.5937,78.9629,Night
Delhi,31-50,Medium Risk,No priority to pedestrian,Auto-Rickshaw,Stormy,Highways,Normal,Dark,28.6139,77.209,Evening
Delhi,31-50,High Risk,No distancing,Truck,Clear,National Highway,Wet,Daylight,28.6139,77.209,Morning
Delhi,31-50,Low Risk,Changing lane to the right,Two-Wheeler,Rainy,Highways,Normal,Daylight,28.6139,77.209,Night
Agra,18-30,Medium Risk,Driving carelessly,Car,Stormy,Highways,Normal,Dark,27.1767,78.0081,Night
Delhi,18-30,High Risk,Changing lane to the right,Auto-Rickshaw,Hazy,Village Road,Dry,Daylight,28.6139,77.209,Evening
Delhi,18-30,High Risk,Overtaking,Car,Foggy,State Highway,Under Construction,Dusk,28.6139,77.209,Night
Delhi,18-30,High Risk,Other,Pedestrian,Rainy,National Highway,Wet,Dawn,28.6139,77.209,Night
Delhi,31-50,High Risk,Driving to the left,Car,Clear,Urban Road,Under Construction,Dawn,28.6139,77.209,Evening
Delhi,18-30,High Risk,Driving at high speed,Auto-Rickshaw,Hazy,Urban Road,Wet,Daylight,28.6139,77.209,Evening
Delhi,18-30,High Risk,Unknown,Car,Clear,Village Road,Damaged,Daylight,28.6139,77.209,Night
Delhi,31-50,Medium Risk,Changing lane to the right,Two-Wheeler,Foggy,Urban Road,Damaged,Daylight,28.6139,77.209,Night
Delhi,31-50,High Risk,No distancing,Truck,Clear,Village Road,Wet,Daylight,28.6139,77.209,Morning
Jodhpur,31-50,Low Risk,Other,Cycle,Foggy,Highways,Normal,Dusk,20.5937,78.9629,Night
Delhi,18-30,High Risk,No priority to vehicle,Car,Stormy,State Highway,Wet,Daylight,28.6139,77.209,Afternoon
Delhi,18-30,Medium Risk,Changing lane to the left,Two-Wheeler,Clear,Highways,Normal,Dawn,28.6139,77.209,Afternoon
Delhi,18-30,Low Risk,No priority to pedestrian,Two-Wheeler,Rainy,Highways,Normal,Daylight,28.6139,77.209,Night
Delhi,50+,Medium Risk,Overtaking,Pedestrian,Stormy,National Highway,Damaged,Daylight,28.6139,77.209,Morning
Delhi,18-30,High Risk,Driving carelessly,Car,Clear,National Highway,Under Construction,Dark,28.6139,77.209,Afternoon
Delhi,18-30,High Risk,No priority to vehicle,Car,Rainy,Highways,Normal,Dusk,28.6139,77.209,Morning
Delhi,18-30,High Risk,No priority to pedestrian,Truck,Foggy,Urban Road,Wet,Dawn,28.6139,77.209,Evening
Dhanbad,18-30,High Risk,Changing lane to the right,Two-Wheeler,Stormy,Village Road,Under Construction,Dark,20.5937,78.9629,Afternoon
Dhanbad,18-30,Low Risk,Driving carelessly,Auto-Rickshaw,Stormy,Highways,Normal,Daylight,20.5937,78.9629,Night
Mallapuram,50+,Medium Risk,Changing lane to the right,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Dhanbad,18-30,Low Risk,Changing lane to the right,Two-Wheeler,Hazy,Highways,Normal,Dawn,20.5937,78.9629,Morning
Kochi,18-30,Low Risk,Changing lane to the left,Car,Hazy,Highways,Normal,Dark,20.5937,78.9629,Night
Dhanbad,18-30,Low Risk,Overturning,Truck,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Dhanbad,31-50,High Risk,Driving carelessly,Truck,Foggy,National Highway,Dry,Dark,20.5937,78.9629,Afternoon
Dhanbad,18-30,High Risk,No distancing,Car,Clear,National Highway,Dry,Dark,20.5937,78.9629,Morning
Dhanbad,18-30,High Risk,Driving carelessly,Cycle,Hazy,Village Road,Wet,Daylight,20.5937,78.9629,Night
Dhanbad,18-30,Medium Risk,Changing lane to the left,Truck,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Dhanbad,18-30,High Risk,No priority to vehicle,Pedestrian,Clear,Village Road,Dry,Dusk,20.5937,78.9629,Night
Dhanbad,18-30,Medium Risk,Changing lane to the right,Cycle,Clear,Highways,Normal,Dark,20.5937,78.9629,Morning
Dhanbad,31-50,High Risk,No distancing,Pedestrian,Rainy,Urban Road,Under Construction,Dark,20.5937,78.9629,Morning
Dhanbad,31-50,Low Risk,Moving Backward,Two-Wheeler,Clear,Highways,Normal,Dark,20.5937,78.9629,Night
Dhanbad,18-30,High Risk,Moving Backward,Auto-Rickshaw,Clear,Urban Road,Wet,Dark,20.5937,78.9629,Night
Dhanbad,18-30,High Risk,No distancing,Truck,Stormy,State Highway,Under Construction,Dawn,20.5937,78.9629,Night
Dhanbad,50+,High Risk,No distancing,Cycle,Clear,Village Road,Damaged,Dawn,20.5937,78.9629,Night
Dhanbad,18-30,High Risk,No distancing,Car,Rainy,State Highway,Damaged,Daylight,20.5937,78.9629,Afternoon
Dhanbad,31-50,High Risk,No priority to pedestrian,Two-Wheeler,Clear,National Highway,Under Construction,Daylight,20.5937,78.9629,Morning
Dhanbad,31-50,Low Risk,Driving carelessly,Auto-Rickshaw,Stormy,Highways,Normal,Dusk,20.5937,78.9629,Evening
Dhanbad,31-50,High Risk,Changing lane to the right,Cycle,Clear,Urban Road,Wet,Dusk,20.5937,78.9629,Morning
Dhanbad,50+,High Risk,Changing lane to the left,Two-Wheeler,Clear,Village Road,Dry,Daylight,20.5937,78.9629,Morning
